怪物名稱,等級 ,生命值,基礎經驗,掉落物品
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Staff for Magic ATT 60% (長杖魔力卷軸60%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Two-Handed Sword for ATT 60% (雙手劍攻擊卷軸60%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Two-Handed Sword for Accuracy 60% (雙手劍命中卷軸60%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Knuckler for ATT 10% (指虎攻擊力卷軸10%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Yeti Horn (黑吉拉之角)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Pepe Beak (黑企鵝王的嘴)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Stiff Feather (堅硬的羽毛)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Wisdom Crystal Ore (智慧母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Lucky Crystal Ore (幸運母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Crystal Ore (黑暗母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,The Magic Rock (魔法石)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Steel Ore (鋼鐵母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Adamantium Ore (朱礦石母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,AquaMarine Ore (海藍石母礦)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Diamond Ore (鑽石母礦)
Firebomb (火精靈),none,none,none,Green Sonata (綠黑太陽帽)
Firebomb (火精靈),none,none,none,Black Maro (黑貴族軟帽)
Firebomb (火精靈),none,none,none,Red Seraphis (紅和平之帽)
Firebomb (火精靈),none,none,none,Blue Shouldermail (藍板金鎧甲)
Firebomb (火精靈),none,none,none,Dark Shadow (深夜之影)
Firebomb (火精靈),none,none,none,Blue Moonlight (藍色月光服)
Firebomb (火精靈),none,none,none,Dark Shadow Pants (黑暗之褲)
Firebomb (火精靈),none,none,none,Blue Shouldermail Pants (藍板金褲)
Firebomb (火精靈),none,none,none,Dark Shadow Pants (黑暗之褲)
Firebomb (火精靈),none,none,none,Blood Moss Boots (紅無痕之鞋)
Firebomb (火精靈),none,none,none,Kumbi Throwing-Stars (雪花鏢)
Firebomb (火精靈),none,none,none,Traus (黃沙之劍)
Firebomb (火精靈),none,none,none,Knuckle Mace (旋風錘)
Firebomb (火精靈),none,none,none,Sai (華氏短劍)
Firebomb (火精靈),none,none,none,Mr. Rasfelt (拉斯菲特之槍)
Firebomb (火精靈),none,none,none,White Potion (白色藥水)
Firebomb (火精靈),none,none,none,Blue Potion (藍色藥水)
Firebomb (火精靈),none,none,none,Scroll for Earring for Defense 60% (耳環防禦卷軸60%)
Firebomb (火精靈),none,none,none,Scroll for Cape for Defense 60% (披風防禦卷軸60%)
Firebomb (火精靈),none,none,none,Firebomb Flame (火精靈的火精)
Firebomb (火精靈),none,none,none,Power Crystal Ore (力量母礦)
Firebomb (火精靈),none,none,none,The Magic Rock (魔法石)
Firebomb (火精靈),none,none,none,Steel Ore (鋼鐵母礦)
Firebomb (火精靈),none,none,none,Garnet Ore (石榴石母礦)
Flyeye (獨眼蝙蝠),41,1600,95,Gold Dragon (金龍衣)
Flyeye (獨眼蝙蝠),41,1600,95,Red Legolier (紅守護之服)
Flyeye (獨眼蝙蝠),41,1600,95,Khaki Shadow (樹林之影)
Flyeye (獨眼蝙蝠),41,1600,95,Brown Starlight (褐星光長袍)
Flyeye (獨眼蝙蝠),41,1600,95,Dark Calas (黑魔法戰士衣)
Flyeye (獨眼蝙蝠),41,1600,95,Brown Moonlight (褐色月光服)
Flyeye (獨眼蝙蝠),41,1600,95,Dark Calaf (黑妖精禮服)
Flyeye (獨眼蝙蝠),41,1600,95,White Martial Arts Shorts (半白武褲)
Flyeye (獨眼蝙蝠),41,1600,95,Red Legolier Pants (紅守護之褲)
Flyeye (獨眼蝙蝠),41,1600,95,Khaki Shadow Pants (樹林之褲)
Flyeye (獨眼蝙蝠),41,1600,95,Green Goni Shoes (綠雷電鞋)
Flyeye (獨眼蝙蝠),41,1600,95,Orihalcon Hildon Boots (紫礦將軍靴)
Flyeye (獨眼蝙蝠),41,1600,95,Blue Arten (藍精靈手套)
Flyeye (獨眼蝙蝠),41,1600,95,Gold Brace (黃金勇氣手套)
Flyeye (獨眼蝙蝠),41,1600,95,Korean Fan (太極扇)
Flyeye (獨眼蝙蝠),41,1600,95,Olympus (天弓)
Flyeye (獨眼蝙蝠),41,1600,95,White Potion (白色藥水)
Flyeye (獨眼蝙蝠),41,1600,95,Blue Potion (藍色藥水)
Flyeye (獨眼蝙蝠),41,1600,95,Scroll for Cape for STR 10% (披風力量卷軸10%)
Flyeye (獨眼蝙蝠),41,1600,95,Scroll for One-Handed BW for ATT 10% (單手棍攻擊卷軸10%)
Flyeye (獨眼蝙蝠),41,1600,95,Fly-Eye Wing (獨眼蝙蝠之翼)
Flyeye (獨眼蝙蝠),41,1600,95,Stiff Feather (堅硬的羽毛)
Flyeye (獨眼蝙蝠),41,1600,95,Dexterous Crystal Ore (敏捷母礦)
Flyeye (獨眼蝙蝠),41,1600,95,The Magic Rock (魔法石)
Flyeye (獨眼蝙蝠),41,1600,95,Orihalcon Ore (紫礦石母礦)
Flyeye (獨眼蝙蝠),41,1600,95,Opal Ore (蛋白石母礦)
Flyeye (獨眼蝙蝠),41,1600,95,Diamond Ore (鑽石母礦)
Ghost Pixie (骷髏精靈),none,none,none,Brown Sonata (黃黑太陽帽)
Ghost Pixie (骷髏精靈),none,none,none,Brown Leather Ocean Hat (褐色皮製遠洋帽)
Ghost Pixie (骷髏精靈),none,none,none,Dark Legolier (黑守護之服)
Ghost Pixie (骷髏精靈),none,none,none,Blue Ice Queen (藍鋼玉鎧甲)
Ghost Pixie (骷髏精靈),none,none,none,Red Starlight (紅星光長袍)
Ghost Pixie (骷髏精靈),none,none,none,Green Starlight (綠星光長袍)
Ghost Pixie (骷髏精靈),none,none,none,Dark Starlight (黑星光長袍)
Ghost Pixie (骷髏精靈),none,none,none,Blue Tai (青旋風甲)
Ghost Pixie (骷髏精靈),none,none,none,Red Tai (赤旋風甲)
Ghost Pixie (骷髏精靈),none,none,none,Emerald Fitted Mail (祖母綠鎧甲)
Ghost Pixie (骷髏精靈),none,none,none,Sapphire Fitted Mail (藍寶石鎧甲)
Ghost Pixie (骷髏精靈),none,none,none,Red Lumati (紅貴族禮服)
Ghost Pixie (骷髏精靈),none,none,none,Green Plasteer (綠色強化服)
Ghost Pixie (骷髏精靈),none,none,none,Dark Legolier Pants (黑守護之褲)
Ghost Pixie (骷髏精靈),none,none,none,Blue Orientican Pants (藍鋼玉褲)
Ghost Pixie (骷髏精靈),none,none,none,Blue Ice Queen Skirt (藍鋼玉裙)
Ghost Pixie (骷髏精靈),none,none,none,Mighty Bullet (強力子彈)
Ghost Pixie (骷髏精靈),none,none,none,Zard (半月巨刀)
Ghost Pixie (骷髏精靈),none,none,none,Mr. Rasfelt (拉斯菲特之槍)
Ghost Pixie (骷髏精靈),none,none,none,Elixir (特殊藥水)
Ghost Pixie (骷髏精靈),none,none,none,Chocolate (巧克力)
Ghost Pixie (骷髏精靈),none,none,none,Scroll for Overall Armor for INT 60% (套服智力卷軸60%)
Ghost Pixie (骷髏精靈),none,none,none,Ghost Pixie Skullpiece
Ghost Pixie (骷髏精靈),none,none,none,Dark Crystal Ore (黑暗母礦)
Ghost Pixie (骷髏精靈),none,none,none,Gold Ore (黃金母礦)
Ghost Pixie (骷髏精靈),none,none,none,Black Crystal Ore (黑水晶母礦)
Lycanthrope (白狼人),80,27000,850,Green Galaxy (綠十字帽)
Lycanthrope (白狼人),80,27000,850,Blue Falcon (藍色飛翔帽)
Lycanthrope (白狼人),80,27000,850,Blood Nightfox (紅天空之帽)
Lycanthrope (白狼人),80,27000,850,Strawberry Earrings (草莓耳環)
Lycanthrope (白狼人),80,27000,850,Orihalcon Platine (紫礦暴風甲)
Lycanthrope (白狼人),80,27000,850,Dark Linnex (黑飄雲之衣)
Lycanthrope (白狼人),80,27000,850,Green Oriental Fury Coat (綠綢緞長袍)
Lycanthrope (白狼人),80,27000,850,Red Requierre (紅天上之衣)
Lycanthrope (白狼人),80,27000,850,Red Anes (紅色高麗貴婦袍)
Lycanthrope (白狼人),80,27000,850,Orihalcon Platine Pants (紫礦暴風褲)
Lycanthrope (白狼人),80,27000,850,Green Pirate Boots (綠飛影鞋)
Lycanthrope (白狼人),80,27000,850,Purple Enigma Shoes (紫密林之鞋)
Lycanthrope (白狼人),80,27000,850,Brown Osfa Boots (褐扣帶靴)
Lycanthrope (白狼人),80,27000,850,Red Rivers Boots (紅色水晶靴)
Lycanthrope (白狼人),80,27000,850,Purple Imperial (紫色費洛奇拳頭)
Lycanthrope (白狼人),80,27000,850,White Seraph Cape (白妖精披風)
Lycanthrope (白狼人),80,27000,850,Ilbi Throwing-Stars (日之鏢)
Lycanthrope (白狼人),80,27000,850,Bent Judgement (黃金暴風錘)
Lycanthrope (白狼人),80,27000,850,Blue Screamer (青雲劍)
Lycanthrope (白狼人),80,27000,850,The Gold Dragon (黃龍刀)
Lycanthrope (白狼人),80,27000,850,Blue Scarab (藍閃電甲)
Lycanthrope (白狼人),80,27000,850,Steelno (紗羅毀滅拳套)
Lycanthrope (白狼人),80,27000,850,Scroll for Gloves for Defense 10% (手套防禦卷軸10%)
Lycanthrope (白狼人),80,27000,850,Scroll for Shield for Defense 10% (盾牌防禦卷軸10%)
Lycanthrope (白狼人),80,27000,850,Scroll for Shield for STR 10% (盾牌力量卷軸10%)
Lycanthrope (白狼人),80,27000,850,Scroll for Two-Handed Sword for Accuracy 100% (雙手劍命中卷軸100%)
Lycanthrope (白狼人),80,27000,850,Lycanthrope Toenail (白狼人指甲)
Lycanthrope (白狼人),80,27000,850,Soft Feather (柔軟的羽毛)
Lycanthrope (白狼人),80,27000,850,Wisdom Crystal Ore (智慧母礦)
Lycanthrope (白狼人),80,27000,850,The Summoning Rock (召喚石)
Lycanthrope (白狼人),80,27000,850,Steel Ore (鋼鐵母礦)
Lycanthrope (白狼人),80,27000,850,Adamantium Ore (朱礦石母礦)
Lycanthrope (白狼人),80,27000,850,Topaz Ore (黃晶母礦)
Lycanthrope (白狼人),80,27000,850,Black Crystal Ore (黑水晶母礦)
Amherst Crate (楓之島箱子),none,none,none,Apple (蘋果)
Amherst Crate (楓之島箱子),none,none,none,Green Apple (青蘋果)
Amherst Crate (楓之島箱子),none,none,none,Rusty Screw (生鏽的螺絲)
Amherst Crate (楓之島箱子),none,none,none,Old Wooden Board (老舊木板)
Orbis Crate (天空之城箱子),none,none,none,Empty Potion Bottle (空藥水瓶)
Orbis Crate (天空之城箱子),none,none,none,Orange Potion (橘色藥水)
Orbis Crate (天空之城箱子),none,none,none,Blue Potion (藍色藥水)
Sentinel (石球),30,900,55,Green Pole-Feather Hat (綠羽翼三角帽)
Sentinel (石球),30,900,55,White Oceania Cap (白色遠洋帽)
Sentinel (石球),30,900,55,Lightning Earrings (來電耳環)
Sentinel (石球),30,900,55,Red Hwarang Shirt (紅龍服)
Sentinel (石球),30,900,55,Green Knucklevest (綠暗影之服)
Sentinel (石球),30,900,55,White Martial Arts Pants (白武褲)
Sentinel (石球),30,900,55,Blue Knucklevest Pants (藍暗影之褲)
Sentinel (石球),30,900,55,Bronze Wolfskin (青銅精神手套)
Sentinel (石球),30,900,55,Fireman's Axe (赤斧)
Sentinel (石球),30,900,55,Contra Axe (昆德拉斧頭)
Sentinel (石球),30,900,55,Petal Staff (翡赤之杖)
Sentinel (石球),30,900,55,Orange Potion (橘色藥水)
Sentinel (石球),30,900,55,Blue Potion (藍色藥水)
Sentinel (石球),30,900,55,Scroll for Earring for DEX 100% (耳環敏捷卷軸100%)
Sentinel (石球),30,900,55,Scroll for Bottomwear for Mobility 15% (褲裙移動速度卷軸15%)
Sentinel (石球),30,900,55,Scroll for Cape for Defense 10% (披風防禦卷軸10%)
Sentinel (石球),30,900,55,Scroll for Cape for INT 60% (披風智力卷軸60%)
Sentinel (石球),30,900,55,Dark Scroll for Cape for Defense 70% (披風防禦詛咒卷軸70%)
Sentinel (石球),30,900,55,Scroll for Cape for Defense 15% (披風防禦卷軸15%)
Sentinel (石球),30,900,55,Sentinel Shellpiece (石球的石塊)
Sentinel (石球),30,900,55,Power Crystal Ore (力量母礦)
Sentinel (石球),30,900,55,The Magic Rock (魔法石)
Sentinel (石球),30,900,55,Mithril Ore (鋰礦石母礦)
Sentinel (石球),30,900,55,Opal Ore (蛋白石母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Silver Planet (銀製戰盔)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Seraphis (白和平之帽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Polyfeather Hat (白弓羽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Green Galaxy (綠十字帽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Dragon Babuta (赤龍頭盔)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Metal Silver Earrings (銀製耳環)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Orientican (藍鋼玉鎧甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Umber Mantis (黑飛影之服)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Aqua Platina (藍暴風甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Tai (赤旋風甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Anakarune (紅聖黨之服)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Orientican Pants (藍鋼玉褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Umber Mantis Pants (黑飛影之褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Aqua Platina Pants (藍暴風褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Purple Mystique Pants (紫朱雀之褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Purple Goldwind Shoes (紫黃金風)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Carzen Boots (黑飛魂鞋)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Green Elf Shoes (綠箭魂鞋)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Willow (藍意志手套)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Gold Rover (黃金名譽手套)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Neocora (奇型刀)
Separated Dark Yeti (孤單黑吉拉),none,none,none,The Nine Dragons (九龍刀)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blood Slain (赤紅手甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Potion (白色藥水)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Elixir (特殊藥水)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Scroll for Cape for LUK 60% (披風幸運卷軸60%)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Leather (動物皮)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Yeti Horn (黑吉拉之角)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Piece of Ice (冰塊)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Stiff Feather (堅硬的羽毛)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Wisdom Crystal Ore (智慧母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Crystal Ore (黑暗母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Gold Ore (黃金母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Emerald Ore (祖母綠母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Silver Planet (銀製戰盔)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Seraphis (白和平之帽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Polyfeather Hat (白弓羽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Green Galaxy (綠十字帽)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Dragon Babuta (赤龍頭盔)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Metal Silver Earrings (銀製耳環)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Orientican (藍鋼玉鎧甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Umber Mantis (黑飛影之服)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Aqua Platina (藍暴風甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Tai (赤旋風甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Red Anakarune (紅聖黨之服)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Orientican Pants (藍鋼玉褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Umber Mantis Pants (黑飛影之褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Aqua Platina Pants (藍暴風褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Purple Mystique Pants (紫朱雀之褲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Purple Goldwind Shoes (紫黃金風)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Carzen Boots (黑飛魂鞋)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Green Elf Shoes (綠箭魂鞋)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blue Willow (藍意志手套)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Gold Rover (黃金名譽手套)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Neocora (奇型刀)
Separated Dark Yeti (孤單黑吉拉),none,none,none,The Nine Dragons (九龍刀)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Blood Slain (赤紅手甲)
Separated Dark Yeti (孤單黑吉拉),none,none,none,White Potion (白色藥水)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Elixir (特殊藥水)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Scroll for Cape for LUK 60% (披風幸運卷軸60%)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Leather (動物皮)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Yeti Horn (黑吉拉之角)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Piece of Ice (冰塊)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Stiff Feather (堅硬的羽毛)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Wisdom Crystal Ore (智慧母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Dark Crystal Ore (黑暗母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Gold Ore (黃金母礦)
Separated Dark Yeti (孤單黑吉拉),none,none,none,Emerald Ore (祖母綠母礦)
tortice (冰烏龜),none,none,none,Ice Shell
tortice (冰烏龜),none,none,none,Mithril Nordic Helm (鋰礦諾曼頭盔)
tortice (冰烏龜),none,none,none,Brown Pilfer (褐海盜頭巾)
tortice (冰烏龜),none,none,none,Aqua Golden Circlet (水黃金法冠)
tortice (冰烏龜),none,none,none,Umber Shouldermail (黑板金鎧甲)
tortice (冰烏龜),none,none,none,Red Orientican (紅鋼玉鎧甲)
tortice (冰烏龜),none,none,none,Brown China (黃陽)
tortice (冰烏龜),none,none,none,Red Moon (赤月)
tortice (冰烏龜),none,none,none,Dark Calaf (黑妖精禮服)
tortice (冰烏龜),none,none,none,Green Lumati (綠貴族禮服)
tortice (冰烏龜),none,none,none,Brown Cotton Lagger (褐色皮外套)
tortice (冰烏龜),none,none,none,Brown China Pants (黃陽褲)
tortice (冰烏龜),none,none,none,Brown Double Boots (褐色強化皮靴)
tortice (冰烏龜),none,none,none,Dark Mesana (黑賢者手套)
tortice (冰烏龜),none,none,none,Gold Brace (黃金勇氣手套)
tortice (冰烏龜),none,none,none,Dark Willow (黑意志手套)
tortice (冰烏龜),none,none,none,Brown Royce (褐色羅伊斯手套)
tortice (冰烏龜),none,none,none,Wooden Legend Shield (古老木盾)
tortice (冰烏龜),none,none,none,Aluminum Baseball Bat (鋁球棍)
tortice (冰烏龜),none,none,none,The Rising (太陽之斧)
tortice (冰烏龜),none,none,none,Olympus (天弓)
tortice (冰烏龜),none,none,none,Silver Crow (白銀弩)
tortice (冰烏龜),none,none,none,Dark Slain (黑手甲)
tortice (冰烏龜),none,none,none,Mana Elixir (活力藥水)
tortice (冰烏龜),none,none,none,Sunrise Dew (清晨之露)
tortice (冰烏龜),none,none,none,Scroll for Gloves for ATT 60% (手套攻擊卷軸60%)
tortice (冰烏龜),none,none,none,Scroll for Earring for INT 10% (耳環智力卷軸10%)
tortice (冰烏龜),none,none,none,Scroll for Gloves for Accuracy 60% (手套敏捷性卷軸60%)
tortice (冰烏龜),none,none,none,Piece of Ice (冰塊)
tortice (冰烏龜),none,none,none,Power Crystal Ore (力量母礦)
tortice (冰烏龜),none,none,none,The Summoning Rock (召喚石)
Snowball Pepe (雪球企鵝王),none,none,none,Pepe Beak (企鵝王的嘴)
Snowball Pepe (雪球企鵝王),none,none,none,Green Sonata (綠黑太陽帽)
Snowball Pepe (雪球企鵝王),none,none,none,Brown Sonata (黃黑太陽帽)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Identity (黑忍者頭巾)
Snowball Pepe (雪球企鵝王),none,none,none,Blue Moon (青月)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Shadow (深夜之影)
Snowball Pepe (雪球企鵝王),none,none,none,Red Pirate Top (紅隱者之服)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Legolia (黑守護之服)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Shadow (深夜之影)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Calaf (黑妖精禮服)
Snowball Pepe (雪球企鵝王),none,none,none,White Calaf (白妖精禮服)
Snowball Pepe (雪球企鵝王),none,none,none,Orange Calaf (朱紅妖精禮服)
Snowball Pepe (雪球企鵝王),none,none,none,White Anakarune (白聖黨之服)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Anakarune (黑聖黨之服)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Shadow Pants (黑暗之褲)
Snowball Pepe (雪球企鵝王),none,none,none,Red Pirate Pants (紅隱者之褲)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Legolia Pants (黑守護褲)
Snowball Pepe (雪球企鵝王),none,none,none,Dark Shadow Pants (黑暗之褲)
Snowball Pepe (雪球企鵝王),none,none,none,White Magic Cape (白色魔法披風)
